-330	0.0335123736391426
-320	0.0347380192391762
-310	0.0347909783350612
-300	0.0385605832112016
-290	0.0389200291378108
-280	0.0382602815592027
-270	0.0414858214474811
-260	0.0421753276204526
-250	0.0461318270011058
-240	0.0471092066614193
-230	0.0491384431553001
-220	0.0534225984999654
-210	0.0562466662789819
-200	0.0592514664709846
-190	0.0622971377637869
-180	0.0644682955626041
-170	0.0671668172874119
-160	0.0699771930769446
-150	0.0720814322893427
-140	0.0756572260266495
-130	0.0767534014426198
-120	0.076806066589944
-110	0.0849884924218218
-100	0.083882879984713
-90	0.0885375746582019
-80	0.0922972694862155
-70	0.0979808346602552
-60	0.102383035372067
-50	0.103606408976437
-40	0.104852609034607
-30	0.103321993009148
-20	0.111735677979939
-10	0.115128469051093
0	0.115166773722251

